year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand
2016,2400000,30000,Diesel,Individual,Automatic,First Owner,15.204819277108433,2198.0,158.0,385.0,7.0,Ford
2017,1100000,37000,Diesel,Individual,Manual,First Owner,23.698795180722893,1582.0,126.2,259.9,5.0,Hyundai
2018,390000,13120,Petrol,Individual,Manual,First Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2017,450000,80000,Diesel,Individual,Manual,First Owner,32.867469879518076,1047.0,69.0,140.0,5.0,Tata
2016,250000,41000,Petrol,Individual,Manual,First Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2011,375000,35000,Diesel,Individual,Manual,Second Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2015,600000,90000,Diesel,Individual,Manual,First Owner,27.433734939759038,1498.0,98.59,205.0,5.0,Ford
2013,227999,60000,Diesel,Individual,Manual,Second Owner,30.120481927710845,1396.0,69.01,140.0,5.0,Tata
2018,950000,40000,Diesel,Individual,Manual,First Owner,27.710843373493976,1498.0,98.96,205.0,5.0,Ford
2016,450000,35000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2018,560000,26300,Petrol,Individual,Manual,First Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2018,1050000,70000,Diesel,Individual,Manual,First Owner,25.759036144578314,1396.0,88.7,219.7,5.0,Hyundai
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,29.445945945945944,998.0,67.05,90.0,5.0,Maruti
2010,150000,225000,Diesel,Individual,Manual,Third Owner,16.867469879518072,1948.0,90.0,190.0,9.0,Tata
2013,1200000,110000,Diesel,Individual,Automatic,First Owner,20.6144578313253,1968.0,174.33,380.0,5.0,Audi
2018,969999,21871,Diesel,Individual,Manual,First Owner,25.903614457831328,1497.0,108.5,260.0,5.0,Tata
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,20.21686746987952,1995.0,190.0,400.0,5.0,BMW
2011,830000,300000,Diesel,Individual,Manual,Third Owner,15.421686746987953,2494.0,102.0,200.0,7.0,Toyota
2015,240000,50000,Petrol,Individual,Manual,Second Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2018,850000,15000,Diesel,Individual,Manual,Second Owner,19.93975903614458,2498.0,105.0,247.0,6.0,Mahindra
2010,320000,40000,Diesel,Individual,Manual,Second Owner,16.867469879518072,2498.0,112.0,260.0,7.0,Mahindra
2018,740000,38817,Diesel,Dealer,Manual,First Owner,33.0,1248.0,74.0,190.0,5.0,Maruti
2010,350000,110000,Petrol,Individual,Manual,Third Owner,22.972972972972972,1497.0,118.0,146.0,5.0,Honda
2012,459999,87000,Diesel,Individual,Manual,First Owner,25.02409638554217,1248.0,88.76,200.0,7.0,Maruti
2014,650000,140000,Diesel,Individual,Manual,First Owner,30.24096385542169,1498.0,98.6,200.0,5.0,Honda
2012,450000,148000,Diesel,Individual,Manual,Second Owner,,,,,,Toyota
2017,500000,130000,Petrol,Individual,Manual,Second Owner,25.675675675675677,1197.0,85.8,114.0,5.0,Maruti
2011,300000,110000,Petrol,Individual,Manual,First Owner,23.783783783783786,1496.0,88.73,132.0,5.0,Toyota
2017,655000,126000,Diesel,Individual,Manual,First Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2013,509999,148000,Diesel,Individual,Manual,First Owner,25.02409638554217,1248.0,88.8,200.0,7.0,Maruti
2013,1000000,75010,Diesel,Dealer,Automatic,First Owner,16.542168674698797,1995.0,148.0,320.0,5.0,Renault
2019,890000,9000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2017,850000,54000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2011,254999,100000,Diesel,Individual,Manual,Third Owner,24.457831325301207,1248.0,75.0,197.0,5.0,Fiat
2010,700000,114000,Petrol,Individual,Manual,First Owner,19.324324324324326,1798.0,160.0,250.0,5.0,Volkswagen
2017,530000,50000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,81.86,113.75,5.0,Hyundai
2009,220000,125000,Petrol,Individual,Manual,Second Owner,18.243243243243242,1799.0,130.0,172.0,5.0,Honda
2013,525000,110000,Diesel,Individual,Manual,Second Owner,16.50602409638554,2179.0,138.1,320.0,7.0,Tata
2017,885000,39000,Diesel,Dealer,Manual,First Owner,30.722891566265062,1498.0,98.6,200.0,5.0,Honda
2015,700000,35000,Petrol,Individual,Manual,First Owner,21.64864864864865,1373.0,93.7,130.0,7.0,Maruti
2016,600000,26000,Petrol,Dealer,Automatic,First Owner,25.675675675675677,1199.0,88.7,110.0,5.0,Honda
2012,260000,60000,Diesel,Individual,Manual,First Owner,30.120481927710845,1396.0,69.0,140.0,5.0,Tata
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,20.24096385542169,1984.0,150.0,350.0,5.0,Volvo
2020,654000,1000,Petrol,Individual,Automatic,First Owner,28.662162162162165,1197.0,81.8,113.0,5.0,Maruti
2003,70000,120000,Petrol,Individual,Manual,Third Owner,,,,,,Hyundai
2014,459999,65000,Diesel,Individual,Manual,Second Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2010,225000,59549,Petrol,Dealer,Manual,First Owner,25.675675675675677,998.0,67.1,90.0,5.0,Maruti
2016,725000,120000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2012,250000,103000,Petrol,Individual,Manual,First Owner,27.513513513513512,1197.0,78.9,111.7,5.0,Hyundai
2013,215000,47000,Petrol,Individual,Manual,Second Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2017,450000,56290,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2011,191000,70000,LPG,Individual,Manual,First Owner,13.45,1086.0,62.1,96.1,5.0,Hyundai
2007,120000,120000,Petrol,Individual,Manual,Second Owner,24.054054054054056,1086.0,63.0,96.07843137254903,5.0,Hyundai
2013,409999,29000,Petrol,Individual,Manual,Second Owner,20.27027027027027,1598.0,103.5,153.0,5.0,Skoda
2017,1050000,50000,Diesel,Individual,Manual,First Owner,30.843373493975907,1498.0,97.9,200.0,5.0,Honda
2000,45957,90000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2005,80000,123219,Petrol,Individual,Manual,Third Owner,,,,,,Hyundai
2017,1100000,88754,Diesel,Dealer,Manual,First Owner,19.27710843373494,2179.0,140.0,330.0,7.0,Mahindra
2014,445000,120000,Diesel,Individual,Manual,Second Owner,18.012048192771083,2489.0,93.7,218.0,7.0,Mahindra
2019,700000,10000,Diesel,Individual,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2018,830000,5000,Petrol,Individual,Automatic,First Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2009,155000,120000,Diesel,Individual,Manual,First Owner,25.421686746987955,1248.0,73.9,113.0,5.0,Maruti
2019,500000,20000,Petrol,Individual,Manual,First Owner,26.270270270270274,999.0,75.0,95.0,5.0,Volkswagen
2014,160000,90000,Diesel,Individual,Manual,First Owner,30.120481927710845,1396.0,69.0,140.0,5.0,Tata
2017,695000,50000,Diesel,Individual,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2011,370000,110000,Diesel,Individual,Manual,Second Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2011,260000,90000,Diesel,Individual,Manual,Third Owner,19.518072289156628,1493.0,110.0,235.29411764705884,5.0,Hyundai
2014,400000,45000,Diesel,Individual,Manual,First Owner,23.012048192771086,1405.0,70.0,135.4,5.0,Tata
2009,80000,110000,Diesel,Individual,Manual,Second Owner,20.722891566265062,1396.0,53.5,83.33333333333334,5.0,Tata
2003,145000,65000,Petrol,Individual,Manual,Third Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2008,150000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93975903614458,2179.0,138.1,320.0,7.0,Tata
2013,1000000,40000,Diesel,Individual,Automatic,First Owner,13.46987951807229,2696.0,184.0,402.0,7.0,Mahindra
2016,616000,112000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2014,600000,82500,Diesel,Individual,Manual,Second Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2014,620000,130000,Diesel,Individual,Manual,First Owner,25.02409638554217,1248.0,88.8,200.0,7.0,Maruti
2020,2125000,5500,Diesel,Dealer,Manual,First Owner,32.28915662650603,1597.0,118.0,300.0,5.0,Honda
2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,19.734939759036145,1995.0,183.0,400.0,5.0,Hyundai
2011,275000,45000,Diesel,Individual,Manual,First Owner,27.807228915662648,1461.0,63.1,160.0,5.0,Nissan
2012,190000,100000,Petrol,Individual,Manual,First Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,23.289156626506024,1999.0,177.0,430.0,5.0,Jaguar
2015,800000,35000,Diesel,Individual,Manual,First Owner,24.63855421686747,1461.0,83.8,200.0,5.0,Nissan
2012,275000,93000,Petrol,Individual,Manual,Second Owner,22.972972972972972,1197.0,80.0,111.76470588235296,5.0,Hyundai
2007,90000,50000,Diesel,Individual,Manual,First Owner,21.542168674698797,1396.0,52.8,85.0,5.0,Tata
2013,195000,50000,Petrol,Individual,Manual,Second Owner,24.216216216216218,1086.0,62.1,96.1,5.0,Hyundai
2018,1050000,15000,Diesel,Individual,Manual,First Owner,19.27710843373494,2179.0,140.0,330.0,7.0,Mahindra
2011,195000,77395,Diesel,Dealer,Manual,Second Owner,24.096385542168676,1399.0,68.0,160.0,5.0,Ford
2018,775000,59736,Diesel,Dealer,Manual,First Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2006,120000,40000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2018,550000,10500,Petrol,Individual,Manual,First Owner,24.527027027027025,1198.0,82.0,115.0,6.0,Mahindra
2010,160000,100000,Petrol,Individual,Manual,Third Owner,28.270270270270274,998.0,67.1,90.0,5.0,Maruti
2005,45000,55425,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,30.22972972972973,2487.0,214.56,202.0,5.0,Lexus
2013,600000,120000,Diesel,Individual,Manual,Third Owner,25.02409638554217,1248.0,88.8,200.0,7.0,Maruti
2017,610000,49000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.0,190.0,5.0,Maruti
2016,392000,38000,Petrol,Individual,Manual,First Owner,20.77027027027027,1196.0,73.0,101.0,5.0,Maruti
2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,12.048192771084338,2148.0,170.0,400.0,5.0,Mercedes-Benz
2015,1100000,137000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2011,295000,65000,Diesel,Individual,Manual,Second Owner,24.746987951807228,1598.0,103.6,250.0,5.0,Volkswagen
2017,780000,40000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2011,88000,97343,Diesel,Dealer,Manual,First Owner,22.650602409638555,1248.0,90.0,200.0,5.0,Tata
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2014,185000,80000,Diesel,Individual,Manual,Second Owner,23.0,1405.0,69.01,135.0,5.0,Tata
2016,650000,100000,Diesel,Individual,Manual,First Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2018,775000,47000,Petrol,Dealer,Manual,Second Owner,21.64864864864865,1373.0,93.7,130.0,7.0,Maruti
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,22.675675675675677,1496.0,88.73,132.0,5.0,Toyota
2015,375000,30000,Petrol,Individual,Manual,First Owner,25.810810810810814,1197.0,82.0,114.0,5.0,Hyundai
2018,2850000,27000,Diesel,Dealer,Automatic,First Owner,20.542168674698797,1995.0,184.0,380.0,5.0,BMW
2017,480000,30400,Petrol,Dealer,Manual,First Owner,25.0,1198.0,86.8,109.0,5.0,Honda
2006,150000,80000,Diesel,Individual,Manual,First Owner,,,,,,Maruti
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,20.21686746987952,1995.0,190.0,400.0,5.0,BMW
2013,340000,79139,Petrol,Dealer,Manual,First Owner,25.0,1197.0,85.8,114.0,5.0,Maruti
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,21.686746987951807,1969.0,190.0,400.0,5.0,Volvo
2011,320000,110000,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2013,280000,52000,Diesel,Individual,Manual,First Owner,24.457831325301207,1248.0,75.0,197.0,5.0,Fiat
2016,409999,78000,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2011,350000,98000,Petrol,Individual,Manual,First Owner,25.0,1197.0,80.0,111.76470588235296,5.0,Hyundai
2015,434999,50000,Diesel,Individual,Manual,First Owner,24.26506024096386,1498.0,88.8,230.0,5.0,Volkswagen
2015,573000,100000,Diesel,Individual,Manual,Second Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2011,240000,90000,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2004,70000,220000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2017,425000,40000,Petrol,Individual,Manual,Second Owner,31.216216216216218,998.0,67.04,90.0,5.0,Maruti
2016,1200000,90000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.6,200.0,8.0,Toyota
2010,1200000,35000,Petrol,Individual,Automatic,Second Owner,14.77027027027027,2497.0,204.0,245.0,5.0,Mercedes-Benz
2014,650000,129000,Diesel,Individual,Manual,First Owner,23.759036144578314,1461.0,108.45,245.0,5.0,Renault
2015,615000,72000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2011,160000,112000,Diesel,Individual,Manual,Second Owner,24.096385542168676,1399.0,68.0,160.0,5.0,Ford
2017,869999,40000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2014,254999,40000,Petrol,Individual,Manual,Second Owner,28.270270270270274,998.0,67.1,90.0,5.0,Maruti
2014,395000,120000,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2014,400000,60000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2019,1149000,5000,Petrol,Individual,Manual,First Owner,22.972972972972972,1591.0,121.3,151.0,5.0,Hyundai
2015,229999,34000,Petrol,Individual,Manual,Second Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2006,85000,120000,Diesel,Individual,Manual,Third Owner,20.24096385542169,1405.0,68.0,127.45098039215686,5.0,Tata
2011,210000,110000,Diesel,Individual,Manual,Third Owner,27.807228915662648,1461.0,63.1,160.0,5.0,Nissan
2003,42000,62000,Petrol,Individual,Manual,First Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2017,850000,53619,Diesel,Trustmark Dealer,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2008,170000,70000,Petrol,Individual,Manual,Third Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2014,475000,80000,Diesel,Individual,Manual,Second Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2018,545000,10000,Petrol,Dealer,Automatic,First Owner,31.216216216216218,998.0,67.04,90.0,5.0,Maruti
2012,500000,200000,Diesel,Individual,Manual,Fourth & Above Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2014,490000,120000,Diesel,Individual,Manual,First Owner,29.156626506024097,1498.0,98.6,200.0,7.0,Honda
2000,75000,90000,Diesel,Individual,Manual,Second Owner,15.421686746987953,1489.0,35.5,72.9,5.0,Ambassador
2007,60000,100000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2014,755000,29340,Diesel,Individual,Manual,First Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2012,185000,60000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2018,480000,20375,Petrol,Dealer,Manual,First Owner,28.22972972972973,1197.0,81.8,113.0,5.0,Maruti
2013,375000,65000,Diesel,Dealer,Manual,First Owner,34.21686746987952,1248.0,74.0,190.0,5.0,Maruti
2008,65000,110000,Diesel,Individual,Manual,Second Owner,20.722891566265062,1396.0,53.5,83.33333333333334,5.0,Tata
2019,757000,25000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2012,430000,120000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2016,635000,52000,Diesel,Dealer,Manual,First Owner,33.0,1248.0,74.0,190.0,5.0,Maruti
2015,800000,25000,Petrol,Individual,Manual,First Owner,21.41891891891892,1499.0,110.4,140.0,5.0,Ford
2008,114999,58632,Petrol,Dealer,Manual,Second Owner,18.91891891891892,796.0,35.0,59.80392156862745,5.0,Maruti
2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,15.457831325301205,1999.0,148.31,382.0,7.0,Land Rover
2011,248000,80000,Diesel,Individual,Manual,First Owner,20.481927710843376,1405.0,71.0,135.0,5.0,Tata
2008,114999,55000,Petrol,Individual,Manual,Second Owner,18.783783783783786,1599.0,103.2,146.07843137254903,5.0,Hyundai
2014,250000,40000,Petrol,Individual,Manual,First Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2010,111000,100000,Diesel,Individual,Manual,Second Owner,21.686746987951807,1248.0,75.0,190.0,5.0,Tata
2018,600000,20000,Petrol,Individual,Manual,First Owner,24.594594594594593,1199.0,88.7,110.0,5.0,Honda
2017,1300000,30000,Diesel,Individual,Manual,First Owner,30.843373493975907,1498.0,97.9,200.0,5.0,Honda
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2018,500000,60000,Petrol,Individual,Manual,First Owner,24.527027027027025,1198.0,82.0,115.0,6.0,Mahindra
2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,20.493975903614462,1968.0,188.0,400.0,5.0,Audi
2017,400000,30000,Petrol,Individual,Automatic,Second Owner,31.216216216216218,998.0,67.04,90.0,5.0,Maruti
2017,385000,42000,Petrol,Individual,Manual,Second Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2014,350000,110000,Diesel,Individual,Manual,Second Owner,25.060240963855424,1461.0,64.1,160.0,5.0,Mahindra
2013,1200000,72500,Diesel,Individual,Automatic,Second Owner,28.072289156626507,1984.0,150.0,350.0,5.0,Volvo
2007,180000,150000,Diesel,Individual,Manual,Second Owner,21.80722891566265,1493.0,110.0,235.29411764705884,5.0,Hyundai
2016,660000,110000,Diesel,Individual,Manual,First Owner,25.530120481927714,1396.0,88.73,220.0,5.0,Hyundai
2013,325000,158000,Diesel,Dealer,Manual,First Owner,29.397590361445783,1499.0,98.96,215.0,5.0,Ford
2016,1900000,41000,Petrol,Dealer,Automatic,First Owner,25.89189189189189,2494.0,157.7,213.0,5.0,Toyota
2016,650000,50000,Diesel,Individual,Manual,First Owner,27.433734939759038,1498.0,98.59,205.0,5.0,Ford
2016,803999,60000,Diesel,Individual,Manual,First Owner,28.795180722891565,1582.0,126.2,259.9,5.0,Hyundai
2010,190000,100000,Diesel,Individual,Manual,Second Owner,22.650602409638555,1248.0,90.0,200.0,5.0,Tata
2011,190000,92500,Petrol,Individual,Manual,Second Owner,28.270270270270274,998.0,67.1,90.0,5.0,Maruti
2012,500000,90000,Diesel,Individual,Automatic,First Owner,22.987951807228914,1582.0,126.32,259.8,5.0,Hyundai
2014,575000,70000,Diesel,Individual,Manual,Second Owner,16.36144578313253,2499.0,72.4,171.0,9.0,Chevrolet
2016,640000,70000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2014,555000,80100,Diesel,Individual,Manual,Second Owner,22.903614457831328,1461.0,108.5,248.0,5.0,Nissan
2013,500000,53000,Diesel,Individual,Manual,First Owner,27.59036144578313,1248.0,74.0,190.0,5.0,Maruti
2018,540000,4000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,81.86,113.75,5.0,Hyundai
2015,369000,20000,Petrol,Individual,Manual,Second Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2014,565000,56000,Petrol,Individual,Manual,Second Owner,23.513513513513512,1497.0,117.3,145.0,5.0,Honda
2007,150000,75000,Petrol,Individual,Manual,First Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2012,475000,83000,Petrol,Individual,Automatic,First Owner,21.27027027027027,1591.0,121.3,154.9,5.0,Hyundai
2012,450000,90165,Diesel,Dealer,Manual,First Owner,21.44578313253012,1399.0,67.0,160.0,5.0,Ford
2009,120000,17000,Petrol,Individual,Manual,First Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2010,250000,80000,Petrol,Individual,Manual,Second Owner,21.08108108108108,1196.0,70.0,102.0,5.0,Ford
2014,350000,84784,Diesel,Dealer,Manual,First Owner,28.91566265060241,1120.0,70.0,160.0,5.0,Hyundai
2014,450000,82000,Diesel,Individual,Manual,Second Owner,24.63855421686747,1461.0,83.8,200.0,5.0,Nissan
2011,445000,90000,Diesel,Individual,Manual,First Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,25.89189189189189,2494.0,157.7,213.0,5.0,Toyota
2017,725000,45000,Diesel,Individual,Manual,First Owner,27.710843373493976,1498.0,98.96,205.0,5.0,Ford
2018,640000,82000,Diesel,Individual,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2011,380000,80000,Petrol,Individual,Manual,Second Owner,21.89189189189189,1599.0,103.2,146.07843137254903,5.0,Hyundai
2012,925000,96000,Diesel,Dealer,Automatic,Second Owner,23.638554216867472,1998.0,190.0,400.0,5.0,BMW
2014,650000,83000,Diesel,Individual,Manual,Third Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2017,580000,95000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,63.0,180.0,9.0,Mahindra
2016,459999,69000,Diesel,Individual,Manual,Second Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2013,2000000,77500,Diesel,Individual,Automatic,Third Owner,15.301204819277109,2179.0,187.7,420.0,5.0,Land Rover
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,20.21686746987952,1995.0,190.0,400.0,5.0,BMW
2018,650000,50000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2016,450000,55000,Diesel,Individual,Manual,Second Owner,30.506024096385545,1198.0,77.0,190.0,6.0,Mahindra
2016,310000,15000,Petrol,Individual,Manual,First Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2014,250000,80000,Petrol,Individual,Manual,Second Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2018,432000,30000,Petrol,Individual,Manual,First Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2010,180000,70000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1061.0,67.0,84.0,5.0,Maruti
2011,425000,60000,Diesel,Individual,Manual,Second Owner,16.783132530120483,2179.0,138.03,320.0,7.0,Tata
2017,775000,100000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2015,1100000,70000,Diesel,Individual,Automatic,First Owner,19.27710843373494,2179.0,140.0,330.0,7.0,Mahindra
2019,710000,30000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2017,455000,50000,Diesel,Individual,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2004,120000,150000,Diesel,Individual,Manual,Second Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2015,450000,60000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2018,459999,5000,Petrol,Individual,Manual,First Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2011,190000,110000,Petrol,Individual,Manual,Third Owner,27.513513513513512,1197.0,78.9,111.7,5.0,Hyundai
2017,589000,41232,Diesel,Dealer,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2013,450000,60000,Diesel,Individual,Manual,First Owner,21.927710843373493,1248.0,73.8,172.5,7.0,Chevrolet
2015,484999,30000,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2019,1200000,14000,Diesel,Individual,Manual,First Owner,30.686746987951807,1248.0,88.5,200.0,7.0,Maruti
2007,626000,80000,Diesel,Individual,Manual,Second Owner,15.421686746987953,2494.0,102.0,200.0,7.0,Toyota
2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,13.686746987951807,2755.0,171.5,360.0,7.0,Toyota
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,23.289156626506024,1999.0,177.0,430.0,5.0,Jaguar
2013,415000,60000,Petrol,Individual,Manual,Second Owner,25.0,1197.0,85.8,114.0,5.0,Maruti
2009,450000,71000,Petrol,Dealer,Automatic,First Owner,16.35135135135135,2362.0,164.7,224.0,5.0,Toyota
2018,550000,10000,Petrol,Individual,Manual,First Owner,27.432432432432435,1199.0,84.0,114.0,5.0,Tata
2016,730000,65100,Diesel,Individual,Manual,Second Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2014,500000,68000,Diesel,Individual,Manual,Second Owner,22.903614457831328,1461.0,108.45,248.0,5.0,Renault
2017,925000,69000,Diesel,Dealer,Manual,First Owner,30.843373493975907,1498.0,97.9,200.0,5.0,Honda
2009,170000,90000,Petrol,Individual,Manual,Second Owner,27.513513513513512,1197.0,78.9,111.8,5.0,Hyundai
2012,1850000,70000,Diesel,Individual,Automatic,First Owner,14.542168674698797,2967.0,241.4,550.0,7.0,Audi
2019,484999,4875,Petrol,Dealer,Manual,First Owner,29.22972972972973,998.0,67.04,90.0,5.0,Maruti
2018,600000,70000,Diesel,Individual,Manual,First Owner,22.277108433734938,2179.0,120.0,280.0,9.0,Mahindra
2016,805000,49900,Petrol,Dealer,Manual,First Owner,22.027027027027028,1797.0,147.5,177.5,5.0,Hyundai
2010,265000,135000,Diesel,Individual,Manual,First Owner,16.867469879518072,2498.0,112.0,260.0,8.0,Mahindra
2017,450000,56290,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2011,650000,120000,Diesel,Individual,Manual,Second Owner,15.421686746987953,2494.0,102.0,200.0,8.0,Toyota
2017,725000,110000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2015,900000,125000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2015,600000,160000,Diesel,Individual,Manual,First Owner,22.903614457831328,1461.0,108.45,248.0,5.0,Renault
